name,speed,shootAccuracy,shootPower,defense,stamina,totalScore
Dorde Cotra,67,26,71,68,83,56.75
Duarte Machado,74,37,55,63,76,56.75
Fanol Perdedaj,66,39,58,67,90,56.75
Ferjani Sassi,68,40,60,54,73,56.75
Javier Del Pino,62,56,58,31,48,56.75
Jean-Sylvain Babin,53,22,88,73,84,56.75
Jim Larsen,56,45,65,71,68,56.75
Lukasz Tyminski,52,52,63,50,83,56.75
Maciej Manka,65,49,52,56,83,56.75
Marcin Malinowski,50,51,73,61,30,56.75
Niels Coussement,77,38,53,57,70,56.75
Pal Dardai,63,38,66,65,68,56.75
Pantxi Sirieix,36,65,67,66,61,56.75
Peter Delorge,67,33,65,62,83,56.75
Daniel Unal,68,38,64,51,63,56.70
Jacek Goralski,73,42,50,67,77,56.70
Luis Filipe,68,42,60,64,50,56.70
Olivier Auriac,64,44,57,54,90,56.70
Pieterjan Monteyne,57,42,67,64,74,56.70
Tengarrinha,66,32,71,67,53,56.70
Adam Bodzek,53,46,66,68,75,56.65
Adam Danch,63,50,56,60,59,56.65
Albert Streit,64,52,63,15,44,56.65
Angel Cervara,64,44,63,52,55,56.65
Cedric D'Ulivo,73,30,63,67,70,56.65
Danny Pugh,53,53,62,65,60,56.65
Dusan Vasiljevic,62,53,56,39,68,56.65
Florian Grillitsch,55,56,62,28,67,56.65
Javier Paredes,67,30,70,67,64,56.65
Matej Izvolt,62,48,59,43,76,56.65
Mikel Agu,71,41,55,61,70,56.65
Mikhail Sivakov,51,50,70,56,51,56.65
Milivoje Vitakic,59,50,59,66,59,56.65
Mustapha Dumbuya,90,29,46,62,81,56.65
Remy Gomis,43,53,70,60,77,56.65
Romario,67,32,69,63,62,56.65
Stefan Babovic,66,56,52,37,52,56.65
Tony,55,42,70,62,69,56.65
Doke Schmidt,67,35,69,62,44,56.60
Francesco Bega,63,36,67,72,64,56.60
Francis N'Ganga,78,35,52,68,74,56.60
Frano Mlinar,68,42,63,40,54,56.60
Hector Moreno,67,33,63,82,72,56.60
"Issaga Diallo,28",67,42,58,49,81,56.60
Jakub Lukowski,78,51,43,26,74,56.60
James Dunne,55,46,66,50,80,56.60
Joe Cole,42,64,72,35,29,56.60
Karim Azamoum,63,52,58,38,56,56.60
Richard Ofori,85,23,58,63,73,56.60
Sergio Romeo Marakis,63,35,69,59,71,56.60
Veroljub Salatic,53,48,66,65,65,56.60
Yannick Cahuzac,65,43,54,71,89,56.60
Youssef Sekour,63,55,53,45,61,56.60
Carlos Fernandes,68,43,55,65,70,56.55
Hugo Sousa,66,31,71,65,58,56.55
Karol Swiderski,56,59,60,17,64,56.55
Mark Carrington,64,52,52,50,73,56.55
Richard Hughes,52,51,64,66,63,56.55
Simone Grippo,61,48,60,42,75,56.55
Stephen Hughes,63,47,58,52,71,56.55
Aaron Splaine,66,52,54,43,55,56.50
Cyril Jeunechamp,53,51,64,69,53,56.50
David Ducourtioux,55,44,69,64,58,56.50
Denis Popovic,70,40,58,49,73,56.50
Fernando,34,60,71,65,75,56.50
Francesco Acerbi,54,37,75,83,51,56.50
Geoffrey Tulasne,58,54,59,45,59,56.50
Jakub Bartosz,75,35,58,57,65,56.50
Joey Sleegers,66,61,49,12,62,56.50
Junior Negrao,48,68,57,27,65,56.50
Mark Edusei,54,47,65,68,66,56.50
Ramon Arcas,64,45,58,54,74,56.50
Rodolfo Bodipo Diaz,47,58,75,22,28,56.50
Stefano Morrone,54,39,74,63,65,56.50
Uros Delic,53,52,63,51,71,56.50
Amadou Sidibe,78,33,56,53,74,56.45
Ashour El Takky,63,52,59,23,62,56.45
Carlos Clerc,79,28,59,60,73,56.45
Daniel Jarque,72,39,51,80,77,56.45
Daniel van Buyten,27,55,84,78,55,56.45
de Oliveira Cleber Monteiro,59,48,62,53,62,56.45
Filip Jagiello,71,49,53,40,51,56.45
Gary Oliver,66,57,52,25,54,56.45
Gerald Sibon,28,69,82,21,34,56.45
Gonzalo Colsa,34,50,85,56,59,56.45
Helio Pinto,58,45,65,51,70,56.45
Henning Hauger,65,35,67,52,75,56.45
James Chambers,64,45,59,51,70,56.45
Jan Lella,66,37,65,57,64,56.45
Jorginho,67,46,53,62,71,56.45
Juan Angel Neira,69,54,52,25,54,56.45
Lionel Carole,83,28,53,64,81,56.45
Luciano Dompig,72,42,60,21,64,56.45
Marvin Schulz,64,42,62,62,59,56.45
Mike Tullberg,61,53,60,12,73,56.45
Nikos Karabelas,73,31,60,74,71,56.45
Savvas Gentsoglou,69,35,59,64,87,56.45
Wayne Bridge,60,42,65,72,55,56.45
Andreas Ottl,53,39,73,65,73,56.40
Ashley Cole,69,30,66,70,68,56.40
Bart van Brakel,62,32,71,61,77,56.40
Carlos Marchena,48,50,70,69,51,56.40
Chris Herd,65,46,57,60,60,56.40
Diogo Melo,57,44,66,56,70,56.40
Fallou Diagne,72,34,59,75,63,56.40
Filippo Inzaghi,39,87,55,11,31,56.40
Hamari Traore,81,22,61,69,75,56.40
Hassan Yebda,41,46,84,52,50,56.40
Hekuran Kryeziu,73,32,63,53,67,56.40
Jeroen Vanthournout,67,43,57,54,72,56.40
Jorge Claros,66,43,55,69,75,56.40
Ramon Cecchini,69,41,61,42,60,56.40
Stephen Carr,69,37,58,72,72,56.40
Victor Ruiz,66,37,59,79,77,56.40
Alan Haydock,61,43,63,55,70,56.35
Aly Ndom,62,48,59,58,55,56.35
Andrej Rendla,44,67,68,23,30,56.35
Craig Beattie,44,61,71,12,59,56.35
Edson Henrique,55,54,57,69,62,56.35
Mart Dijkstra,51,45,69,67,70,56.35
Mexer,69,44,49,81,74,56.35
Paulo Vinicius,55,47,62,73,70,56.35
Ryan Shawcross,64,53,44,82,79,56.35
Stuart Parnaby,71,35,61,59,66,56.35
Vladimir Volkov,72,36,58,59,72,56.35
Arnaud Souquet,68,44,53,64,72,56.30
Bruno Cheyrou,45,52,69,62,68,56.30
Craig Slater,74,33,59,54,76,56.30
Guerkan Sermeter,57,57,58,39,55,56.30
Juan,79,20,62,81,79,56.30
Kevin Neurohr,67,43,61,45,55,56.30
Marc van de Maarel,72,34,58,73,69,56.30
Mario Bermejo,42,60,76,30,28,56.30
Michael Higdon,50,57,63,36,70,56.30
Nabil Aankour,66,48,54,53,65,56.30
Naser Aliji,86,36,41,66,82,56.30
Pedro Moreira,65,48,52,65,71,56.30
Pieter Gerkens,51,47,68,58,72,56.30
Daniel Fanger,68,29,70,59,64,56.25
Gregory Mertens,71,27,67,68,67,56.25
Jakub Biskup,70,58,45,37,50,56.25
Joao Guilherme,42,47,76,69,66,56.25
Kader Mangane,47,46,71,73,68,56.25
Luan,55,42,68,64,71,56.25
Lucas Hernandez,67,36,62,74,61,56.25
Mickael Facchinetti,67,36,62,62,73,56.25
Nassim Akrour,33,70,73,38,31,56.25
Olivier Deschacht,59,38,66,75,72,56.25
Osman Chavez,67,32,70,52,59,56.25
Wout Brama,50,43,69,68,85,56.25
Alessandro Sgrigna,51,63,60,25,55,56.20
Alois Confais,60,53,61,40,40,56.20
Anthony McMahon,69,40,55,68,72,56.20
Djamel Belmadi,70,51,50,23,75,56.20
Fabrice Ehret,63,50,56,60,50,56.20
Jude Winchester,73,47,51,28,70,56.20
Mark Kerr,55,50,62,54,68,56.20
Martijn Barto,45,64,64,17,69,56.20
Mathias Joergensen,69,34,61,68,72,56.20
Peter Pekarik,74,31,56,80,78,56.20
Raul Navas,55,36,72,74,72,56.20
Roman Neustaedter,53,39,70,75,77,56.20
Siam Ben Youssef,65,38,60,73,73,56.20
Stuart Kettlewell,60,55,53,59,57,56.20
Victorien Angban,68,45,53,56,72,56.20
Vytautas Andriuskevicius,72,31,61,67,73,56.20
Andrew Taylor,68,41,54,71,74,56.15
Anthony Biekman,55,63,57,20,53,56.15
Christopher Routis,63,41,65,56,53,56.15
Cristian Manea,75,26,66,63,58,56.15
David Pizarro,48,51,71,53,50,56.15
Eyong Enoh,64,24,74,73,78,56.15
"Greg Docherty,17",68,46,55,53,56,56.15
Gregory Tafforeau,52,48,65,68,65,56.15
Gregory Vignal,67,27,71,64,69,56.15
Hernani,64,36,65,63,70,56.15
Holmar Oern Eyjolfsson,70,38,59,66,55,56.15
Imad Najah,68,35,62,62,71,56.15
Jean-Philippe Sabo,62,38,66,64,63,56.15
Joaquin Boghossian,33,65,74,19,72,56.15
Jonas Elmer,72,29,65,56,71,56.15
Levi Schwiebbe,60,50,57,59,62,56.15
Lewis McLear,70,53,50,30,55,56.15
Marcel Stutter,67,39,62,54,61,56.15
Samuel Ricketts,48,46,71,65,68,56.15
Vukasin Devic,66,40,59,64,69,56.15
Wilfried Moimbe,81,36,46,65,80,56.15
Alberto Lopo,54,59,53,71,55,56.10
Alexis Norambuena Ruz,70,33,61,48,90,56.10
Brandon Mechele,73,33,56,77,73,56.10
Cesar Peixoto,49,46,75,61,41,56.10
Danny Bakker,64,39,60,70,74,56.10
Diego Seoane Perez,73,47,44,66,72,56.10
Eric Deflandre,60,38,68,65,61,56.10
Helder,76,38,50,66,72,56.10
Johnny Heitinga,47,47,71,76,56,56.10
Mats van Huijgevoort,64,40,65,64,44,56.10
Olivier Davidas,73,39,55,57,63,56.10
Olivier Veigneau,71,25,66,78,72,56.10
Paulo Oliveira,75,25,61,85,71,56.10
Philip Neville,51,36,77,77,61,56.10
Sean Lynch,54,52,62,46,68,56.10
Ahmed Soukouna,64,56,58,11,42,56.05
Borja Neru,52,47,68,64,55,56.05
Christophe Grondin,64,35,65,57,80,56.05
Filip Starzynski,41,56,69,60,65,56.05
Francois Clerc,63,43,57,75,68,56.05
Jean Acosta Soares,65,52,56,27,56,56.05
Kaj Ramsteijn,64,32,69,64,67,56.05
Neven Markovic,71,23,72,62,63,56.05
Stewart Carswell,72,37,58,54,65,56.05
Ted van de Pavert,60,43,61,69,68,56.05
Alfonso Taira,65,37,63,57,73,56.00
Bruno Martignoni,72,30,62,61,75,56.00
Dorin Goian,62,42,61,69,61,56.00
Elso Brito,66,36,64,66,58,56.00
Gary Naysmith,60,38,67,60,70,56.00
Gavin McCann,68,37,57,70,78,56.00
Gennaro Gattuso,54,35,73,78,70,56.00
Genseric Kusunga,66,32,67,68,62,56.00
Greg Kiltie,66,46,56,50,62,56.00
Ilija Ivic,64,34,70,48,64,56.00
Jason Vandelannoite,61,46,60,63,55,56.00
Jose Goncalves,70,35,57,70,78,56.00
Juan Forlin,66,36,60,75,73,56.00
Luisao,44,45,78,75,43,56.00
Mickael Malsa,69,38,61,48,64,56.00
Mustapha Diallo,66,38,59,67,75,56.00
Owain Tudor Jones,52,48,65,59,71,56.00
Salim Kerkar,72,49,53,16,60,56.00
Sebastian Eriksson,65,46,54,48,82,56.00
Tim Ream,73,40,48,74,80,56.00
Antonio Balzano,75,20,66,73,80,55.95
Bryan Heynen,69,41,57,50,67,55.95
Daniel Pavlovic,67,29,67,66,75,55.95
Daniele Rugani,69,33,59,84,69,55.95
Dimitrija Lazarevski,65,38,63,60,63,55.95
Gabri,65,41,65,61,32,55.95
Henk Bos,65,55,55,25,44,55.95
Jacques Alaixys Romao,51,42,69,63,84,55.95
Lars Jacobsen,59,36,70,76,53,55.95
Liam Lawrence,49,54,64,52,65,55.95
Mijat Maric,45,47,70,74,73,55.95
Robert Bauer,58,40,66,66,69,55.95
Adam Banas,59,45,61,54,74,55.90
David Marazzi,64,48,55,53,63,55.90
Jordy Croux,76,43,53,35,51,55.90
Julien Cardy,53,50,64,51,65,55.90
Liam Caddis,74,42,52,47,63,55.90
Lorenzo Crisetig,64,33,67,58,76,55.90
Nayib Lagouireh,74,51,48,24,56,55.90
Nicolas Godemeche,55,46,66,55,61,55.90
Pablo Martin Ledesma,55,47,64,58,64,55.90
Patrick Rossini,54,59,58,16,76,55.90
Sergio Ballesteros,58,36,71,76,52,55.90
Andreas Landgren,51,45,66,63,82,55.85
Bruno Uvini,58,43,64,73,54,55.85
Craig Thomson,69,34,62,64,63,55.85
Filip Burkhardt,58,61,52,24,67,55.85
Jhonny Mosquera,68,39,57,55,78,55.85
Jon Robertson,65,46,55,47,74,55.85
Krystian Nowak,65,42,59,59,62,55.85
Leo Fortunato,70,32,59,72,79,55.85
Matteo Tosetti,77,49,46,28,57,55.85
Mirson Volina,55,58,57,27,70,55.85
Tony Sergeant,37,64,67,42,67,55.85
Aleksandar Pantic,74,33,55,69,75,55.80
Calvin Jong-a-Pin,78,23,61,73,71,55.80
Didier Crettenand,70,40,56,58,62,55.80
Eduardo Jumisse,71,42,49,69,75,55.80
Emanuel Boakye,79,22,64,55,71,55.80
Gil,66,27,68,79,71,55.80
Herold Goulon,60,39,65,64,68,55.80
Hugo Campagnaro,64,28,71,73,65,55.80
Jonathan Martins-Pereira,67,39,55,71,79,55.80
Kamil Kopunek,67,48,49,60,72,55.80
Marcin Urynowicz,62,60,52,18,54,55.80
Marco Russ,53,42,67,77,67,55.80
Nelson Benitez,76,35,52,71,67,55.80
Olivier Sorlin,34,54,77,69,57,55.80
Paulo Arantes,66,31,67,64,68,55.80
Ricky van Haaren,50,42,75,50,64,55.80
Selim Bouadla,69,32,71,17,67,55.80
Sergio Rodri,62,40,62,69,63,55.80
Abdul Aziz Tetteh,63,36,63,68,75,55.75
Abraham Paz Cruz,63,43,59,55,70,55.75
David Albelda,34,52,82,63,44,55.75
David Hubert,53,39,71,64,73,55.75
Donovan Slijngard,70,39,56,62,63,55.75
Erwin Koffi,73,48,52,25,52,55.75
Faton Toski,55,50,62,52,61,55.75
Gill Swerts,54,43,68,55,70,55.75
Hans Martinez,68,37,57,73,70,55.75
Jon Errasti,64,30,67,72,77,55.75
Kevin Kilbane,40,54,73,60,53,55.75
Levi Garcia,80,50,44,18,53,55.75
Miguel Pallardo,55,42,66,63,74,55.75
Oliver Vinamont,66,39,60,58,67,55.75
Rafik Saifi,58,60,59,20,33,55.75
Rico Strieder,66,37,59,59,84,55.75
Sanaa Altama,67,38,57,63,80,55.75
Schumacher,36,69,71,25,34,55.75
Enda Stevens,71,36,57,62,68,55.70
Gramoz Kurtaj,70,40,58,34,72,55.70
Kristjan Gauti Emilsson,33,67,70,32,62,55.70
Lee McCulloch,34,63,69,58,60,55.70
Marco Kurth,55,41,65,64,84,55.70
Marcus Diniz,68,25,71,64,66,55.70
Marek Zienczuk,44,63,68,32,32,55.70
Michael Hart,70,35,57,63,79,55.70
Nicolas Florentin,72,48,51,35,53,55.70
Pedrinho,67,34,61,72,70,55.70
Roberto Fabian Ayala,61,38,62,81,67,55.70
Scott Wright,70,52,54,24,34,55.70
Sean McKirdy,65,48,59,33,49,55.70
Sofian Chahed,68,39,56,69,67,55.70
Alberto Giuliatto,67,45,54,56,61,55.65
Filipe Brigues,69,39,58,54,63,55.65
Jake Hesketh,68,48,53,44,55,55.65
Jordan Robertson,58,62,52,31,50,55.65
Lucio,54,40,71,75,48,55.65
Olof Mellberg,49,52,63,75,54,55.65
Pascal Doubai,62,53,53,36,69,55.65
Sebastian Schindzielorz,62,39,62,66,69,55.65
Semedo,62,43,57,67,74,55.65
Serdar Tasci,66,33,64,80,55,55.65
Sergio Bernardo Almiron,34,59,78,57,30,55.65
Thimothee Atouba,67,29,72,49,56,55.65
Victor Garcia,77,23,64,65,64,55.65
Victor Nilsson Lindeloef,67,33,61,76,71,55.65
Bakary Kone,66,31,65,70,70,55.60
Djimi Traore,55,41,71,57,53,55.60
Fakhreddine Galbi,57,53,62,22,58,55.60
Felipe,65,24,76,72,50,55.60
Marquinhos,73,33,53,84,74,55.60
Matthieu Chalme,61,45,60,65,51,55.60
Nicola Murru,80,23,57,72,80,55.60
Pape Diakhate,59,40,66,67,55,55.60
Simon Lappin,53,46,65,58,70,55.60
Alain Pierre Mendy,64,38,62,54,73,55.55
Alexandre Raineau,67,43,52,67,72,55.55
Andre Auras,72,36,58,53,62,55.55
Charni Ekangamene,68,40,57,57,64,55.55
Filip Luksik,68,45,51,62,65,55.55
Florian Marange,52,34,77,76,57,55.55
Jason Shackell,67,32,61,75,76,55.55
Jerome Colinet,68,43,55,50,65,55.55
Johan Kappelhof,74,32,57,67,66,55.55
Jordan Lyden,62,46,57,59,62,55.55
Maxime Biset,56,41,64,70,75,55.55
Nicholas Sebastian Frey,69,24,68,77,68,55.55
Ricardo Cabanas,52,53,64,46,51,55.55
Roversio,68,48,46,73,66,55.55
Stephane Garcia,65,47,56,49,54,55.55
Tomasz Foszmanczyk,58,49,59,45,70,55.55
Wojciech Kedziora,52,59,62,23,50,55.55
Adam Brown,69,47,55,31,53,55.50
Adam Deja,66,39,59,52,74,55.50
Benedikt Saller,53,47,65,54,66,55.50
Bruno Saltor,65,32,65,70,68,55.50
Carlos Henrique,45,49,73,76,32,55.50
Danijel Stojanovic,55,55,57,64,44,55.50
Freddy Mveng,69,36,62,46,62,55.50
Guillermo Ariel Pereyra,58,49,56,66,66,55.50
Lewis Horner,63,49,54,44,70,55.50
Michael Basser Chretien,76,26,59,68,76,55.50
Patrik Baumann,52,50,63,62,58,55.50
Souleymane Diawara,64,41,58,71,61,55.50
Vasco Fernandes,75,26,58,66,90,55.50
Adam Pinter,52,36,74,63,74,55.45
Denis Halilovic,70,44,49,59,72,55.45
John Anthony Brooks,78,33,50,79,64,55.45
Kamil Kuczak,67,42,59,39,62,55.45
Kelvin Maynard,72,38,56,67,46,55.45
Kevin Garcia,77,28,57,61,76,55.45
Maciej Wilusz,51,48,65,68,57,55.45
Ousseynou Cisse,51,43,67,66,77,55.45
Paolo Zanetti,64,41,62,54,53,55.45
Rajko Brezancic,77,28,55,69,80,55.45
Rolf Feltscher,69,32,60,68,75,55.45
Sidi Yaya Keita,58,36,72,52,61,55.45
Alberto Guitian,66,36,59,68,74,55.40
Alex Fernandez,53,52,61,44,68,55.40
Andrea Parola,62,43,61,54,58,55.40
Colin Healy,50,47,71,54,46,55.40
Damir Mirvic,63,38,62,64,66,55.40
Francesco Modesto,63,38,61,62,74,55.40
Juan Dominguez Lamas,60,52,49,68,74,55.40
Karim Rekik,69,33,60,67,69,55.40
Kieran Sadlier,63,55,53,19,63,55.40
Kyriakos Papadopoulos,66,23,72,79,63,55.40
Markus Berger,42,43,76,68,74,55.40
Michele Rinaldi,70,33,58,70,72,55.40
Neuton,63,29,71,66,64,55.40
Rami Gershon,69,27,64,73,75,55.40
Rodrigo Taddei,33,61,72,58,54,55.40
Roland Baettig,53,44,71,66,34,55.40
Adnan Alisic,65,44,57,45,66,55.35
Alvaro Santos,46,64,65,25,32,55.35
David Mateos,34,63,70,71,34,55.35
Davide Astori,69,25,65,84,69,55.35
Enric Saborit,72,35,54,64,77,55.35
Gilles Binya,69,40,53,66,69,55.35
Jessy Pi,68,35,60,54,75,55.35
Joeri de Kamps,67,39,58,55,68,55.35
Juan Rafael Fuentes,77,23,59,76,77,55.35
Keith Southern,50,57,55,65,70,55.35
Ludovic Delporte,64,53,51,48,51,55.35
Paul Papp,65,28,68,77,64,55.35
Ricardo Faty,54,39,68,66,75,55.35
Richard Cresswell,41,60,67,45,54,55.35
Serkan Sahin,66,33,64,57,72,55.35
Wojciech Zyska,63,51,51,56,61,55.35
Brendon Galloway,81,30,51,64,70,55.30
Cesare Bovo,55,23,84,79,55,55.30
Christian Amoroso,62,48,49,72,80,55.30
Denis Streker,54,41,68,62,66,55.30
Jiri Jarosik,64,35,68,64,40,55.30
Joel Tillema,65,43,57,63,53,55.30
Luca Valzania,64,44,60,40,58,55.30
Michael Timisela,68,36,58,62,72,55.30
Mike Kleiber,69,47,54,41,45,55.30
Mikel Alonso,58,49,59,51,59,55.30
Nicola Mingazzini,66,39,62,54,50,55.30
Ruben Martin Pulido,59,47,54,71,75,55.30
Rudolf Urban,55,50,59,54,68,55.30
Shefki Kuqi,34,66,74,28,34,55.30
Simon Francis,70,25,64,73,79,55.30
Sven van Beek,72,23,64,82,70,55.30
Thomas Ouwejan,65,39,60,59,63,55.30
Brecht Verbrugghe,63,46,54,57,70,55.25
David Bellion,51,58,62,30,49,55.25
Henrique Sereno,69,37,57,74,53,55.25
Joleon Lescott,45,52,64,74,65,55.25
Kevin McKenna,33,57,75,64,51,55.25
Martin Latka,61,35,66,71,62,55.25
Rudy Mater,66,34,61,73,66,55.25
Sebastien Bassong,71,24,64,75,76,55.25
Adam Dzwigala,68,32,61,62,76,55.20
Jannik Vestergaard,46,34,81,74,64,55.20
Laurent Jans,74,22,64,65,79,55.20
Maeel Lepicier,62,35,65,62,70,55.20
Nicolas Timmermans,65,35,62,63,69,55.20
Samuel Fabris,72,29,62,59,67,55.20
Sean Clohessy,75,44,43,58,74,55.20
Steven Mouyokolo,78,30,56,66,54,55.20
Xavier Collin,71,27,63,66,72,55.20
Djordje Susnjar,57,62,54,12,53,55.15
Ferreira,67,44,51,63,68,55.15
Jens Wissing,72,30,60,60,71,55.15
Joe Keenan,61,49,55,54,59,55.15
John Herron,65,50,53,37,58,55.15
Kenny Lala,74,37,50,65,72,55.15
Luis Filipe Pimenta,64,42,62,35,60,55.15
Marcin Trojanowski,80,38,51,48,41,55.15
Michael Perrier,68,42,53,47,78,55.15
Mika Vaeyrynen,55,46,65,52,55,55.15
Nathan Rutjes,54,45,62,62,75,55.15
Patrick Paauwe,55,26,78,72,77,55.15
Romain Rocchi,52,49,67,42,53,55.15
Tobias Levels,67,29,63,73,76,55.15
Yrondu Musavu-King,64,29,68,71,66,55.15
Alex Pinardi,55,50,65,30,52,55.10
Ante Puljic,66,36,60,66,64,55.10
Constantin Nica,73,25,65,49,75,55.10
David Fleurival,54,39,67,58,84,55.10
David Fox,50,46,66,55,75,55.10
Ernesto Galan,71,31,58,65,77,55.10
Hugo Leal,41,58,71,42,40,55.10
Jean-Jacques Gosso,66,43,51,65,77,55.10
Johann Vogel,64,35,63,62,68,55.10
Josimar Lima,68,24,70,63,67,55.10
Lucas Armando Mareque,75,46,38,70,78,55.10
Matteo Lignani,70,46,49,36,76,55.10
Nicolas Federico Spolli,54,36,72,76,54,55.10
Saroa,72,55,44,22,54,55.10
Tomas Docekal,51,66,52,25,63,55.10
Veldin Muharemovic,58,49,57,56,62,55.10
Andrea Barzagli,79,27,51,90,69,55.05
Bradley Orr,60,47,52,68,79,55.05
Iheb M'barki,75,38,46,72,75,55.05
Juwon Oshaniwa,89,28,44,55,80,55.05
Krzysztof Ostrowski,54,47,61,58,71,55.05
Mamady Sidibe,31,67,71,34,53,55.05
Michelangelo Albertazzi,68,21,71,72,69,55.05
Paulao,53,46,62,75,60,55.05
Ramon Leeuwin,73,36,50,72,75,55.05
Sebastian Ayala,68,37,56,53,82,55.05
Vincenzo Camilleri,60,36,65,70,65,55.05
Christophe Kerbrat,72,40,46,79,73,55.00
Janicio Martins,73,23,63,72,74,55.00
Jon Gudni Fjoluson,59,36,68,60,62,55.00
Juri Judt,76,29,54,70,76,55.00
Malik Fathi,62,32,67,69,65,55.00
Mariusz Przybylski,47,57,58,63,65,55.00
Moritz Volz,62,42,59,56,66,55.00
Pedro Mendes,66,25,67,77,75,55.00
Sekou Baradji,52,34,74,64,76,55.00
Siebe Blondelle,57,37,67,64,70,55.00
Vilmos Vanczak,52,56,54,63,65,55.00
Aleksandar Stevanovic,65,30,67,64,63,54.95
Celestino,68,33,59,62,77,54.95
Daniel Hoeegh,71,31,58,69,70,54.95
Dele Adeleye,68,25,67,69,70,54.95
Emmerson Boyce,46,57,59,64,63,54.95
Joachim Andersen,69,46,47,66,61,54.95
Lewis Stevenson,55,49,57,62,71,54.95
"Marco Haemmerli,24",67,31,64,59,68,54.95
"Mariusz Kukielka,24",60,26,74,67,72,54.95
Mitchell Burgzorg,77,41,44,58,69,54.95
Nili,74,46,42,62,65,54.95
Sebastien Locigno,74,32,56,60,67,54.95
Yasin Karaca,58,56,58,21,46,54.95
Alessandro Potenza,65,31,65,71,61,54.90
Andre Pinto,53,34,72,77,67,54.90
Andreas Hinkel,73,24,63,70,68,54.90
Brad Smith,79,42,40,53,79,54.90
Bruno Mendes,65,48,47,64,74,54.90
Emanuele D'Anna,81,44,44,22,62,54.90
Helgi Valur Danielsson,57,38,64,64,80,54.90
Jiri Bilek,52,50,60,54,72,54.90
Luca Caldirola,68,28,63,75,69,54.90
Oscar Sielva,64,48,55,39,57,54.90
Palmeira,69,31,59,73,71,54.90
Paolo Castellini,65,32,64,67,65,54.90
Volodymyr Tanchyk,84,32,50,50,52,54.90
Yohan Benalouane,67,24,69,78,60,54.90
Youssef Wasef Mohamad,69,19,71,74,70,54.90
Aaron Appindangoye,64,44,55,65,54,54.85
Adailton,53,39,71,68,51,54.85
Curro Sanchez,65,55,48,42,47,54.85
Dico Koppers,67,40,53,71,66,54.85
Henk Dijkhuizen,75,31,55,70,61,54.85
Houdret,69,33,61,47,72,54.85
Jose Raul Baena,42,47,69,74,75,54.85
Nathaniel Will,69,33,59,66,65,54.85
Bruno China,50,47,63,62,74,54.80
Christoph Spycher,59,44,63,69,31,54.80
Cristian Chivu,55,35,71,75,55,54.80
Cristian Zapata,76,22,60,80,68,54.80
Dominic Thomas,64,47,55,43,57,54.80
Filip Twardzik,62,33,67,61,63,54.80
Gary Coulibaly,52,45,64,62,68,54.80
Guillaume Lacour,48,45,67,71,65,54.80
Hedwiges Maduro,34,52,74,70,66,54.80
Ibrahim Kas,77,31,51,75,67,54.80
"Leandro Gioda,28",60,41,59,71,65,54.80
Lionel Pizzinat,48,52,68,55,33,54.80
Luca Rossettini,66,29,65,76,60,54.80
Mats Rits,45,59,61,43,63,54.80
Pape Moussa Diakhate,67,38,56,52,78,54.80
Sigourney Bandjar,68,40,51,67,75,54.80
Tobias Nickenig,66,25,70,68,62,54.80
Wim De Decker,49,44,67,61,75,54.80
Andrea Pirlo,33,58,75,40,59,54.75
Enrique Corrales,73,27,60,61,74,54.75
German Pezzela,55,51,54,70,65,54.75
Hendry Thomas,66,39,54,68,73,54.75
Jean-Alain Boumsong,60,35,64,76,65,54.75
Joris Steve Marveaux,53,40,67,70,65,54.75
Kevin Foley,63,32,64,67,74,54.75
Liam Miller,54,50,63,37,56,54.75
Luis Dias,69,39,54,58,65,54.75
Radoslaw Pruchnik,66,43,51,44,91,54.75
Santiago Gentiletti,69,13,78,80,55,54.75
Suat Serdar,65,40,56,60,69,54.75
Akwetey Mensah,66,36,60,56,66,54.70
Aleksandar Rankovic,59,42,60,60,68,54.70
Assane Diousse,69,33,59,49,79,54.70
Cameron Brannagan,69,45,53,44,48,54.70
Franck Jurietti,74,34,50,71,75,54.70
Garry Wood,58,58,54,22,52,54.70
Goncalo Brandao,67,25,69,76,52,54.70
Jackson Irvine,63,38,63,44,66,54.70
Jesper Juelsgaard,73,30,56,65,75,54.70
Jose Caro,65,44,51,69,65,54.70
Khassa Camara,65,46,51,44,78,54.70
Liam Polworth,64,49,54,39,53,54.70
Marco Kehl-Gomez,68,34,60,61,61,54.70
Mike Gomes,65,43,56,49,61,54.70
Orlando Urbano,66,26,66,70,76,54.70
Romain Dessarzin,71,42,49,51,71,54.70
Sinan Kaloglu,34,74,66,16,34,54.70
Yann Bodiger,49,44,66,69,71,54.70
Aleksandar Kovacevic,71,41,51,51,64,54.65
Alex Kakuba,75,36,50,63,64,54.65
Alex Silva,47,41,72,80,53,54.65
Bernt Evens,54,34,71,60,79,54.65
Borja Ekiza,67,34,57,78,67,54.65
Florian Stahel,67,46,48,56,71,54.65
Gennaro Delvecchio,33,60,71,54,55,54.65
Luca Radice,65,45,58,41,44,54.65
Nurio,72,33,55,61,72,54.65
Oleguer,62,28,67,78,73,54.65
Oumar Diaby,54,58,55,24,67,54.65
Paul Konchesky,53,36,71,72,61,54.65
Roberto Vitiello,64,47,53,75,34,54.65
Andre Anguissa,69,40,55,46,62,54.60
Breno,74,25,62,75,51,54.60
Chidozie Awaziem,73,30,56,67,71,54.60
